period,weight
summer_peak,0.143844078417111
summer_midpeak,0.2064415507375054
summer_offpeak,0.12908147243372933
winter_peak,0.1417949502130921
winter_midpeak,0.22824747997784733
winter_offpeak,0.15059046822071478
